Company,Date,Tweet
$INTC,11/28/18,"seems like everyone is piling into $amzn today, buying the dips on $aapl.
Only $amnz is green, rest if $FANG all reâ€¦ https://t.co/8qJhDHhFC6"
$INTC,11/28/18,Loaded up on $INTC on this recent pullback after breaking out of 17 year base.  Largest position in my long term acâ€¦ https://t.co/EKRQv7Yrey
$INTC,11/28/18,Social Sentiment Indicator: Try this stock market indicator... https://t.co/ixNaqCnyis $GLD $SLV $QQQ $DJIA $DIAâ€¦ https://t.co/jYPc6ye3op
$INTC,11/28/18,$NVDA Donâ€™t Miss This Chance to Buy into the NVDA Stock Weakness https://t.co/THwrqfl0l9 $SLV $GLD $QQQ $DJIA $DIAâ€¦ https://t.co/ky9sVxbiR6
$INTC,11/28/18,#Apple Stock Wonâ€™t Make You Much Money over the Next Few Years https://t.co/WmE3N1AURe $SLV $GLD $QQQ $DJIA $DIAâ€¦ https://t.co/RnpObvOzeU
$INTC,11/28/18,$GE Is It Time to Say Goodbye to General Electric Stock? https://t.co/wZmuCUAqpN $SLV $GLD $QQQ $DJIA $DIA $BTCâ€¦ https://t.co/0UTF5MLIuW
$INTC,11/28/18,#estate asset watch- price x volume leaders this morning - $AMZN $AAPL $CRM $AMD $MSFT $BABA $NVDA $NFLX $FB $BAâ€¦ https://t.co/tTlWOl3aeU
$INTC,11/28/18,RT @MarketStatisti1: Markets reaction to Chairman Powell's speech on Wednesday? $SPY $DIA $UCO $GLD $IWM $XLF $XLK $XLE $XLU $XLV $XLP $XLYâ€¦
$INTC,11/28/18,"$0939.HK $BX $GS $H $IBM $INTC:

â€˜Bring Me Tariffsâ€™â€”How Trump and Xi Drove Their Countries to the Brink of a Tâ€¦:

https://t.co/aNyPeBTXe9"
$INTC,11/28/18,"THIS CHART SHOWS A GOOD SIGN FOR TECH STOCKS, BUT THE BEAR IS READY TO POUNCE $AMZN $AAPL $MSFT $GOOG $GOOGL $CRMâ€¦ https://t.co/a9q89Xp0I1"
$INTC,11/28/18,"RT @AlextradingJd: $intc really interesting here, 200 daily sma has been acting as strong resistance, if we go above it and form a nice basâ€¦"
$INTC,11/28/18,Baxter Bros Has Boosted Its Intel $INTC Position by $1.12 Million; Valuation Declined; Unitedhealth Group $UNH Sharâ€¦ https://t.co/4BqV4wVEo0
$INTC,11/28/18,Rhumbline Advisers Has Trimmed Intel Corp Com $INTC Position by $5.36 Million as Valuation Declined https://t.co/vBbH3M5EHJ
$INTC,11/28/18,Guardian Investment Management Has Boosted Its Position in Intel $INTC as Stock Price Declined; Dudley &amp; Shanley Stâ€¦ https://t.co/LWc1SppSXD
$INTC,11/28/18,"$SMH finding resistance at the descending channel high.
$NVDA $MU $AMAT $INTC $AMD https://t.co/HbEf6lul4o"
$INTC,11/28/18,"RT @BrodmannOTC: $IGPK :: Stop sign coming down, and 15 acre CBD test plant all set! 

$SLV $GLD $QQQ $DJIA $DIA $BTC $ETH $SPY #stockmarkeâ€¦"
$INTC,11/28/18,#estate asset watch - most active stocks this morning - $AMD $GE $AFSI $AAPL $CRM $MSFT $CMCM $BAC $F $GSM $VALEâ€¦ https://t.co/4srrII4RKI
$INTC,11/28/18,"RT @EmergingGrowth1: $GDET featured in https://t.co/nC1ZEOHUB5 article on #Bitcoin #BitcoinATM and #Cryptocurrency
https://t.co/aEeg6fWVE7â€¦"
$INTC,11/28/18,"RT @EmergingGrowth1: $GDET featured in https://t.co/nC1ZEOHUB5 article on #Bitcoin #BitcoinATM and #Cryptocurrency
https://t.co/aEeg6fWVE7â€¦"
$INTC,11/28/18,$GDET featured in https://t.co/nC1ZEOHUB5 article on #Bitcoin #BitcoinATM and #Cryptocurrencyâ€¦ https://t.co/D8gm0QLavD
$INTC,11/28/18,"$INTC @ $47.96 
Closed Nov30 $48 P @ $0.45
Sold Dec21 $47 P @ $0.90
Credit $0.45, DTE 23 days"
$INTC,11/28/18,"RT @BrandonVanZee: 9 at 9â„¢ â€“ 11/28/18 https://t.co/bFglWUpOe8 via @market_scholars #9at9 #premarket

â¬†ï¸ $CRM $NTNX $BURL $W $DKS $OKTA $ZAYâ€¦"
$INTC,11/28/18,"RT @BrandonVanZee: 9 at 9â„¢ â€“ 11/28/18 https://t.co/bFglWUpOe8 via @market_scholars #9at9 #premarket

â¬†ï¸ $CRM $NTNX $BURL $W $DKS $OKTA $ZAYâ€¦"
$INTC,11/28/18,20 DMA Support today: $PTC $KBE $INCY $DNP $ALLK $DEI $S $SMTC $AXTI $BZQ $BMRN $INTC $HRL $MIXT $VNDA $OEC $EMESâ€¦ https://t.co/vW8TYBiG5S
$INTC,11/28/18,RT @davidmoadel: The American Middle Class is Shrinking..... (Evidence with #Government Statistics) https://t.co/LMHDUjgH8T $SLV $GLD $QQQâ€¦
$INTC,11/28/18,RT @davidmoadel: Social Sentiment Indicator: Try this stock market indicator... https://t.co/ixNaqCnyis $SLV $GLD $QQQ $DJIA $DIA $BTC $ETHâ€¦
$INTC,11/28/18,Social Sentiment Indicator: Try this stock market indicator... https://t.co/ixNaqCnyis $SLV $GLD $QQQ $DJIA $DIAâ€¦ https://t.co/xpYEpWrdKW
$INTC,11/28/18,"Itâ€™s time to sell into rallies, bear market or not https://t.co/hqgRi3ep7Q $SLV $GLD $QQQ $DJIA $DIA $BTC $ETH $SPYâ€¦ https://t.co/XTogqxkL13"
$INTC,11/28/18,"Stock marketâ€™s selloff is only half-done, and final leg will come in 2019 https://t.co/aXUkWNsZLa $SLV $GLD $QQQâ€¦ https://t.co/fYdAJbvwAq"
$INTC,11/28/18,"$INTC:

DigiTimes: Intel CPU shortage easing in Q1:

https://t.co/ynHQtFgcON"
$INTC,11/28/18,Why the bloodletting in FAANG stocks is just getting started https://t.co/YMhnPfybck $SLV $GLD $QQQ $DJIA $DIA $BTCâ€¦ https://t.co/BI4zgIaJ1e
$INTC,11/28/18,"Average sentiment (from SeekingAlpha Comments):
$AMD: ðŸ“ˆ0.27(46) $FB: ðŸ“ˆ0.02(44) $AMZN: ðŸ“ˆ0.21(33) $INTC: ðŸ“‰-0.75(2)â€¦ https://t.co/TdydrxyRBg"
$INTC,11/28/18,"Average sentiment (from SeekingAlpha Editors):
$AMD: ðŸ“ˆ0.89(2) $GOOG: ðŸ“‰-0.05(4) $FB: ðŸ“‰-1.00(1) $AMZN: ðŸ“ˆ0.41(1) $INTCâ€¦ https://t.co/AxzukMrd5u"
$INTC,11/28/18,"Average sentiment (from Twitter):
$AMD: ðŸ“ˆ0.65(66) $GOOG: ðŸ“ˆ0.08(39) $FB: ðŸ“‰-0.36(94) $MMM: ðŸ“‰-0.50(4) $CAT: ðŸ“ˆ0.14(7)â€¦ https://t.co/t0gnRvQyaJ"
$INTC,11/28/18,"RT @BrandonVanZee: 9 at 9â„¢ â€“ 11/28/18 https://t.co/bFglWUpOe8 via @market_scholars #9at9 #premarket

â¬†ï¸ $CRM $NTNX $BURL $W $DKS $OKTA $ZAYâ€¦"
$INTC,11/28/18,"#NASDAQ100 pre-market: $MSFT $AAPL $AMZN $GOOGL $FB $INTC $PYPL $NFLX $TSLA $FOXA $ADBE
https://t.co/jX9Rhz7dgC https://t.co/cfWACBEoXs"
$INTC,11/28/18,$intc https://t.co/GMdMVC6ydy
$INTC,11/28/18,"RT @BrandonVanZee: 9 at 9â„¢ â€“ 11/28/18 https://t.co/bFglWUpOe8 via @market_scholars #9at9 #premarket

â¬†ï¸ $CRM $NTNX $BURL $W $DKS $OKTA $ZAYâ€¦"
$INTC,11/28/18,"Microsoft, Intel und Walgreens Boots Alliance: Diese Titel aus dem Dow Jones .. https://t.co/gbDRVjT7vE $INTC $MSFT $WBA"
$INTC,11/28/18,"RT @BrandonVanZee: 9 at 9â„¢ â€“ 11/28/18 https://t.co/bFglWUpOe8 via @market_scholars #9at9 #premarket

â¬†ï¸ $CRM $NTNX $BURL $W $DKS $OKTA $ZAYâ€¦"
$INTC,11/28/18,"RT @BrandonVanZee: 9 at 9â„¢ â€“ 11/28/18 https://t.co/bFglWUpOe8 via @market_scholars #9at9 #premarket

â¬†ï¸ $CRM $NTNX $BURL $W $DKS $OKTA $ZAYâ€¦"
$INTC,11/28/18,"RT @BrandonVanZee: 9 at 9â„¢ â€“ 11/28/18 https://t.co/bFglWUpOe8 via @market_scholars #9at9 #premarket

â¬†ï¸ $CRM $NTNX $BURL $W $DKS $OKTA $ZAYâ€¦"
$INTC,11/28/18,"RT @BrandonVanZee: 9 at 9â„¢ â€“ 11/28/18 https://t.co/bFglWUpOe8 via @market_scholars #9at9 #premarket

â¬†ï¸ $CRM $NTNX $BURL $W $DKS $OKTA $ZAYâ€¦"
$INTC,11/28/18,"$INTC:

Major Semiconductors See Mixed Bag in Short Interest Report:

https://t.co/kwARS4IFxS"
$INTC,11/28/18,"9 at 9â„¢ â€“ 11/28/18 https://t.co/bFglWUpOe8 via @market_scholars #9at9 #premarket

â¬†ï¸ $CRM $NTNX $BURL $W $DKS $OKTAâ€¦ https://t.co/XdM1TJSn5n"
$INTC,11/28/18,"$INTC Intel Corporation https://t.co/jx6nNYiNJL
Support       47.91    46.47    46.44    45.93    45.86    43.78
Reâ€¦ https://t.co/oigRqc1MQD"
$INTC,11/28/18,RT @UPBOptionMil: Some of todays top open interest changes 11.28.18   $GE $AAPL $AMRN $INTC $X $GME $MSFT https://t.co/EyFfLin4PJ
$INTC,11/28/18,@CNBCFastMoney $INTC--- GOT DOWNGRADE. COMING BELOW 40 SOON
$INTC,11/28/18,The 10 Most Shorted Nasdaq Stocks https://t.co/X9biDdVgas $SIRI $AMD $CZR $QCOM $CMCSA $TXMD $OPK $SBUX $INTC $MAT
$INTC,11/28/18,RT @UPBOptionMil: Some of todays top open interest changes 11.28.18   $GE $AAPL $AMRN $INTC $X $GME $MSFT https://t.co/EyFfLin4PJ
$INTC,11/28/18,$CEO $CFO $INTC Intel's Interim CEO Dives Deep Into the Chip Shortage Situation https://t.co/cLY3uvU5QJ
$INTC,11/28/18,RT @UPBOptionMil: Some of todays top open interest changes 11.28.18   $GE $AAPL $AMRN $INTC $X $GME $MSFT https://t.co/EyFfLin4PJ
$INTC,11/28/18,Yesterday's distribution of $SPX #stocks: $AAPL $AMZN $FB $GOOGL $AMD $NVDA $TSLA $INTC $WMT $ORCLâ€¦ https://t.co/XHtpURNw6M
$INTC,11/28/18,RT @UPBOptionMil: Some of todays top open interest changes 11.28.18   $GE $AAPL $AMRN $INTC $X $GME $MSFT https://t.co/EyFfLin4PJ
$INTC,11/28/18,"RT @ivan_brussels: Intel presents at Credit Suisse 22nd annual TMT conference- transcript $INTC 

https://t.co/0e12dfelr4 https://t.co/65Rsâ€¦"
$INTC,11/28/18,"Verity Asset Management Holding in Intel $INTC Lowered by $719,418; Dominion Rsrcs Va $D Shareholder Outfitter Adviâ€¦ https://t.co/MzrjUPgVpE"
$INTC,11/28/18,"$SOXL is positioning early for the ""Dont Call It A Comeback"" &lt; cuz they been here! (*If you are seeking #AI futureâ€¦ https://t.co/llVGNlLaVu"
$INTC,11/28/18,RT @UPBOptionMil: Some of todays top open interest changes 11.28.18   $GE $AAPL $AMRN $INTC $X $GME $MSFT https://t.co/EyFfLin4PJ
$INTC,11/28/18,"Who Pays This Multiple? Not Me!!

$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pepâ€¦ https://t.co/BDMFTUUgrD"
$INTC,11/28/18,RT @UPBOptionMil: Some of todays top open interest changes 11.28.18   $GE $AAPL $AMRN $INTC $X $GME $MSFT https://t.co/EyFfLin4PJ
$INTC,11/28/18,Some of todays top open interest changes 11.28.18   $GE $AAPL $AMRN $INTC $X $GME $MSFT https://t.co/EyFfLin4PJ
$INTC,11/28/18,"Genesee &amp; Wyo $GWR Shares Rose While Goodnow Investment Group Lowered Stake by $527,310; Intel $INTC Holder Countryâ€¦ https://t.co/KkWI8neNQO"
$INTC,11/28/18,"RT @EmergingGrowth1: Great Bitcoin Article on https://t.co/nC1ZEOHUB5
https://t.co/aEeg6fWVE7
$GDET $SQ $AMD $NVDA $RIOT $MGTI $MSFT $INTCâ€¦"
$INTC,11/28/18,"RT @EmergingGrowth1: Great Bitcoin Article on https://t.co/nC1ZEOHUB5
https://t.co/aEeg6fWVE7
$GDET $SQ $AMD $NVDA $RIOT $MGTI $MSFT $INTCâ€¦"
$INTC,11/28/18,"Great Bitcoin Article on https://t.co/nC1ZEOHUB5
https://t.co/aEeg6fWVE7
$GDET $SQ $AMD $NVDA $RIOT $MGTI $MSFTâ€¦ https://t.co/PvFyIxSkzy"
$INTC,11/28/18,RT @_jockr: A Company Few Americans Know Is About to Dethrone Intel  https://t.co/RR4ar0ozjE $intc
$INTC,11/28/18,"RT @JBizzle703: $CELZ DD List Since May18

#urology #stemcells #erectiledysfunction #health
$AAPL $GOOG $INTC $AMZN $MSFT $XOM $DIS $HSY $Nâ€¦"
$INTC,11/28/18,Intel CPU Shortages May Ease in Q1 2019 $INTC https://t.co/7rVawdrhfA
$INTC,11/28/18,"$intc is forming a base here, it touched again the sma(200) since I made the last post and it got rejected, right kâ€¦ https://t.co/XUlggP6tr1"
$INTC,11/28/18,"Intel $INTC CPU shortfalls are expected to ease significantly in early 2019 - Digitimes

https://t.co/mmsuEFYISP"
$INTC,11/28/18,Greylin Investment Mangement Lowered Its Stake in U S G $USG by $25.14 Million; Greenwood Capital Associates Uppedâ€¦ https://t.co/MrXTY2LGX4
$INTC,11/28/18,A Company Few Americans Know Is About to Dethrone Intel  https://t.co/RR4ar0ozjE $intc
$INTC,11/28/18,"Average sentiment (from Twitter):
$AMD: ðŸ“ˆ0.29(15) $GOOG: ðŸ“‰-0.23(23) $FB: ðŸ“‰-0.35(58) $MMM: ðŸ“‰-0.76(3) $CAT: ðŸ“ˆ0.33(3)â€¦ https://t.co/ULus8FgK9X"
$INTC,11/28/18,price x volume leaders Tuesday - $AMZN $AAPL $NFLX $NVDA $MSFT $AMD $BABA $TSLA $FB $UTX $GOOGL $GOOG $ORCL $INTCâ€¦ https://t.co/o2ewW4EM5j
$INTC,11/28/18,RT @davidmoadel: Wall Street Takes a Bite Out of #Apple Estimates Amid Trump's Tariff Talk https://t.co/RUpdSjQ5Ko $SLV $GLD $QQQ $DJIA $DIâ€¦
$INTC,11/28/18,most active stocks Tuesday - $AMD $GE $AAPL $BAC $F $T $MSFT $PBR $ORCL $SIRI $AMRN $VALE $INTC $MU $GM $X $ECAâ€¦ https://t.co/ezTHqPTAvV
$INTC,11/28/18,most active options Tuesday - $AAPL $AMD $GE $BAC $FB $NVDA $BABA $X $AMZN $MSFT $NFLX $TSLA $T $MU $CRM $VALEâ€¦ https://t.co/buq3wCPAZ8
$INTC,11/28/18,"Average sentiment (from Twitter):
$AMD: ðŸ“ˆ0.54(26) $GOOG: ðŸ“ˆ0.10(36) $FB: ðŸ“ˆ0.24(58) $MMM: ðŸ“‰-0.65(2) $CAT: ðŸ“ˆ0.65(2)â€¦ https://t.co/IWU1LJs2PA"
$INTC,11/28/18,$AAL $INTC $WDC $HA We have income producing Covered Calls at https://t.co/WQVT8KKsBp Take a peek and subscribe forâ€¦ https://t.co/QHBnSkz9O6
$INTC,11/28/18,Analysts Expect Intel Co. $INTC Will Post Quarterly Sales of $19.01 Billion https://t.co/0M54h1ga8h
$INTC,11/28/18,Analysts Expect Intel Co. $INTC Will Post Quarterly Sales of $19.01 Billion https://t.co/fRM4xOqEYc #stocks
$INTC,11/28/18,15 Artificial Intelligence Stocks Leading the New Wave https://t.co/eK6X0T4SXP $GOOGL $AMZN $FB $MSFT $INTC $NVDA $MU $IBM $ISRG $BIDU $CLDR
$INTC,11/28/18,"$INTC trading signals (45%/45%)
Average sentiment: ðŸ“ˆ0.05(56)
T-0: ðŸ“‰Sell
T-1: ðŸ“‰Sell
T-2: ðŸ“ˆBuy
T-3: ðŸ“‰Sell
T-4: ðŸ“‰Sell"
$INTC,11/28/18,"Average sentiment (from Twitter):
$AMD: ðŸ“ˆ0.71(37) $GOOG: ðŸ“ˆ0.52(56) $FB: ðŸ“ˆ0.36(89) $MMM: ðŸ“ˆ0.41(2) $CAT: ðŸ“ˆ0.44(6)â€¦ https://t.co/MJI8wZNyse"
$INTC,11/28/18,#nice day $GOOGL $FB $JPM $C $BAC $WFC $AAPL $PM $PG $GE $HON $JNJ $CSCO $MSFT $INTC $TWTR $TSLA $V $DIS $UNH $VZâ€¦ https://t.co/T17PkSUroQ
$INTC,11/28/18,"Bullish swing trade setups for Wed, Nov 28 include $INTC $XLU $DNR $IYR $SO  #stocks https://t.co/VmZxBTg4RZ"
$INTC,11/28/18,RT @WallStJesus: $INTC https://t.co/OhgOGKEZWo
$INTC,11/28/18,"Comportamiento en el aÃ±o de 10 acciones mÃ¡s compradas en Estados Unidos $NYSE $NQ:

$AMZN $AAPL $FB $GOOGL $NFLXâ€¦ https://t.co/1qV6UuXuAZ"
$INTC,11/28/18,RT @davidmoadel: The American Middle Class is Shrinking..... (Evidence with #Government Statistics) https://t.co/LMHDUjgH8T $SLV $GLD $QQQâ€¦
$INTC,11/28/18,$INTC just looked at this. That weekly looking pretty bearish
$INTC,11/28/18,$INTC https://t.co/OhgOGKEZWo
$INTC,11/28/18,@Investingcom $AAPL $FB $INTC
$INTC,11/28/18,Wedâ€™sðŸ‘€1 $CRM $AAPL $AMZN $AMD $FB $GOOGL $ADBE $BABA $BA $BOX $DIS $CVS $DKS $HEAR $INTC $I $MSFT $MA $KSS $ANYâ€¦ https://t.co/4VbsHMLmSR
$INTC,11/28/18,$NVDA vs $INTC https://t.co/BjUoVAGXa3
$INTC,11/28/18,"RT @JBizzle703: $CELZ DD List Since May18

#urology #stemcells #erectiledysfunction #health
$AAPL $GOOG $INTC $AMZN $MSFT $XOM $DIS $HSY $Nâ€¦"
$INTC,11/28/18,"Average sentiment (from Twitter):
$AMD: ðŸ“ˆ0.59(56) $GOOG: ðŸ“ˆ0.45(71) $FB: ðŸ“ˆ0.13(121) $MMM: ðŸ“ˆ0.29(4) $CAT: ðŸ“ˆ0.11(12)â€¦ https://t.co/9ZP8nL1OVa"
$JNJ,11/28/18,"As Expected - Shorts Roasted Yet Again.
$F $GE $SQQQ $FB $X $C $DGAZ $BA $XBI $ADSK $BIDU $SPOT $JNJ $ABT $GS $EWGâ€¦ https://t.co/LdQ7ksOgVc"
$JNJ,11/28/18,"@warren_tt $JNJ 144C sold for $50 yesterday closed today $2600. 

I am this bad, who's going to sign up? You? LoL"
$JNJ,11/28/18,"Wednesday was the fourth climbing session in a row for $JNJ, marking 3.68%."
$JNJ,11/28/18,Traders Sell Johnson &amp; Johnson $JNJ on Strength Following Insider Selling https://t.co/55EW2rQEMq
$JNJ,11/28/18,Investors Sell Johnson &amp; Johnson $JNJ on Strength Following Insider Selling https://t.co/imEtajfC4J
$JNJ,11/28/18,BOLD &amp; Fraudulent #Irish #Allergan Defended Restasis Revenues Longer Than Expected But Generic Drops Are Imminent!â€¦ https://t.co/KG3jQlXikf
$JNJ,11/28/18,"@Latrilife @orthereaboot Unethical companies abusively fight discovery this way. 
Ex: I can relate it back to my stâ€¦ https://t.co/U3sI5WtWuU"
$JNJ,11/28/18,RT @SwatOptions: $JNJ yesterday gave you long at 141s... today run into 146s https://t.co/I0FEF3kESQ
$JNJ,11/28/18,$JNJ Showing a bullish sequence from May 2018 low and ideally will be looking for new all time highsâ€¦ https://t.co/jA2ThchC8L
$JNJ,11/28/18,$JNJ Ended 3 waves pullback and now resuming higher supporting $XLV #elliottwave https://t.co/J5mGLIU32O
$JNJ,11/28/18,$XLV managed to break November peak opening a new sequence higher toward $96.13 - $97.85 area #elliottwave $JNJ
$JNJ,11/28/18,Nueva posiciÃ³n alcista en valor del DJIA: $JNJ https://t.co/reZYjN7aZi https://t.co/qIztjmEH42
$JNJ,11/28/18,"$JNJ - Winning Options trade idea by  Best Trading Ideas | 79.65 % return |  
#TradeIdea
 https://t.co/kGMgTtcYQE"
$JNJ,11/28/18,$JNJ yesterday gave you long at 141s... today run into 146s https://t.co/I0FEF3kESQ
$JNJ,11/28/18,@Polixenes13 They need activist investors to get that ball rolling. The board will just flip on Musk and hand him tâ€¦ https://t.co/zF7uUeENFU
$JNJ,11/28/18,"Pay Me!
$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pep $bhc $mnk $snap $wynnâ€¦ https://t.co/BxqKBmvQ1h"
$JNJ,11/28/18,"5:20 mark of the Piper Jaffray fireside chat, listen to Piper Jaffray's analyst emphasis on the ""B"" in the 3.7 Billâ€¦ https://t.co/e2LaaUlQax"
$JNJ,11/28/18,"It Wasn't A Rookie Mistake It Was Corruption! 
$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibmâ€¦ https://t.co/Puc9EDBGxI"
$JNJ,11/28/18,Largest $Notional Buy On Close Order Imbalances $CVS $JNJ $ZTS $SO $HLT $PVH $STZ $TWLO $HON $MA https://t.co/V7Aciy2vFa
$JNJ,11/28/18,Boehringer Ingelheim abandons biosimilar sales outside the US.. read why here.. https://t.co/fNyDp2ZrTR #pharmaâ€¦ https://t.co/xziaoWdK9i
$JNJ,11/28/18,"Criminal What Occurred Today! Good Thing It's Not Sustainable! 
$aapl $amzn $agn $brk $crm $cmg $dis $esrx $fâ€¦ https://t.co/TyBJV63MGz"
$JNJ,11/28/18,"Our Fed Reserve Chairman Needs To Be Investigated For Mkt Manipulation! 
$aapl $amzn $agn $brk $crm.$cmg $dis $esrxâ€¦ https://t.co/CIy2iAVKiH"
$JNJ,11/28/18,"Speaking of enhanced value, as @BioBoyScout mentioned to me. Look for an enhanced price target from Piper Jaffray.â€¦ https://t.co/KS8drUE3F2"
$JNJ,11/28/18,#estate asset watch - price x volume leaders today - $AMZN $AAPL $MSFT $NFLX $FB $BABA $CRM $NVDA $AMD $GOOGâ€¦ https://t.co/vRLTFyLTgM
$JNJ,11/28/18,#estate asset watch - top Dow 30 gainers today $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJâ€¦ https://t.co/RyHcnvl83Y
$JNJ,11/28/18,"Tipos de gerencia Calls $COST y $JNJ. Nov 28, 2018 https://t.co/n2tnfg1Bab  @margara514 @camilopuentesfâ€¦ https://t.co/D3e4pBxST8"
$JNJ,11/28/18,"@pt117cool Absolutely Mike. HP, keeping $ARWR investors motivated, reminding them of the positive monetary transactâ€¦ https://t.co/hnEXCvA05s"
$JNJ,11/28/18,"Height Securities highlighted eight drugmakers that would be particularly hit by the legislation, including big namâ€¦ https://t.co/3AkXG7FvHt"
$JNJ,11/28/18,Eaton Vance Management Cut Johnson &amp; Johnson $JNJ Position; Gladstone Land $LAND Sentiment Is 2.44 https://t.co/meYwMJ44kC
$JNJ,11/28/18,Can we take a second and appreciate how kick ass $JNJ been the last 2 days!? @AOTtrades @traderstewie https://t.co/P00sa1uqEl
$JNJ,11/28/18,$JNJ tweezer top forming on 15 min. scalpy scalp time https://t.co/XzX50hqtvI
$JNJ,11/28/18,$JNJ Jan 18th 145.00 put 2.64
$JNJ,11/28/18,Short sale volume (not short interest) for $ACAD on 2018-11-27 is 62%. https://t.co/0m8L8dEwxg $LLY 42% $ADMS 56% $PFE 50% $JNJ 40%
$JNJ,11/28/18,"First Heartland Consultants Cut By $668,767 Its Johnson &amp; Johnson $JNJ Stake; Rubius Therapeutics $RUBY Shorts Downâ€¦ https://t.co/GtMsgNVNUY"
$JNJ,11/28/18,"As Corium International $CORI Stock Value Rose, Holder Opaleye Management Decreased by $2.12 Million Its Holding; Bâ€¦ https://t.co/K7KXnWGw5R"
$JNJ,11/28/18,#Microsoft Back On Top - Largest Companies In The S&amp;P 500 $MSFT Also $AAPL $AMZN $GOOGL $BRK.B $FB $JNJ $JPM $XOM https://t.co/CLxz2xb4e9
$JNJ,11/28/18,RT @Couzin_Vinny: $VZ setting @marketsmith alerts on positions $VZ $KO $JNJ https://t.co/kvB5OX842Q  need #volume now @IBDinvestors @Investâ€¦
$JNJ,11/28/18,"@warren_tt $GOOGL up 4% when I was thinking and you stopped me. LoL

I sold $AMZN way too early. Damn

And my $JNJâ€¦ https://t.co/OXvwksBd20"
$JNJ,11/28/18,"Company Specific Valuations &amp; Fundamentals Still Matter! 
$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlfâ€¦ https://t.co/bgCXQUoUFo"
$JNJ,11/28/18,https://t.co/Ay4Yj8mjq7 &lt; Who is Steven Dux ??? $JNJ $PFE $GSK $LLY
$JNJ,11/28/18,RT @StockTweetsHQ: BREAKING: Johnson &amp; Johnson $JNJ Research And Development Team Now Working With Terra Tech Corp $TRTC On New Strain Of Câ€¦
$JNJ,11/28/18,$JPM and maybe $JNJ too
$JNJ,11/28/18,"Trade War Needs Resolved Soon Mr @POTUS @realDonaldTrump 
$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlfâ€¦ https://t.co/srXN6uLtUM"
$JNJ,11/28/18,"Fed Turning Dovish So Soon Implies Things Haven't Been as Great Afterall! 
$aapl $amzn $agn $brk $crm $cmg $disâ€¦ https://t.co/p486mYjSaX"
$JNJ,11/28/18,"The last thing billion dollar corrupt companies want is to produce discovery, allow executives to be deposed or havâ€¦ https://t.co/L65dK999fp"
$JNJ,11/28/18,"RT @AndrewE_Dunn: Standing to lose from CREATES:
$ACOR
$BMRN
$NVS
$CELG
$VVUS
$JNJ
$GILD

The bill is ""ripe for passage"" in the next four mâ€¦"
$JNJ,11/28/18,@FonzeeTweets Market shoots up and ones strong earlier like $WMT $JNJ is not moving.
$JNJ,11/28/18,"Standing to lose from CREATES:
$ACOR
$BMRN
$NVS
$CELG
$VVUS
$JNJ
$GILD

The bill is ""ripe for passage"" in the nextâ€¦ https://t.co/Fw3lrM7Phn"
$JNJ,11/28/18,"Stuvat om portfÃ¶lj och sÃ¥lt bort mÃ¥nadsutdelarna. Eventuellt ta position i Realty eller Main Street framgent.
Storâ€¦ https://t.co/JnHSLU6btw"
$JNJ,11/28/18,"History will prove: 
$GM Mary Barra
$JNJ Alex Gorksy
$TSLA Elon Musk 
are #SerialKillerCEO (s)
@TheJusticeDept mustâ€¦ https://t.co/c4W13XE3Yq"
$JNJ,11/28/18,"DOJ unlike SEC, does not care about the success of a publicly traded company. This is why $GM &amp; $JNJ will pay theirâ€¦ https://t.co/Wql489hE42"
$JNJ,11/28/18,"To settle DOJ regulatory &amp; compliance issues linked to consumer harm or death: 
$GM v @ 51 billion paid $2 billionâ€¦ https://t.co/ScSLSUjAtP"
$JNJ,11/28/18,RT @Couzin_Vinny: $VZ setting @marketsmith alerts on positions $VZ $KO $JNJ https://t.co/kvB5OX842Q  need #volume now @IBDinvestors @Investâ€¦
$JNJ,11/28/18,"#Option #Calls Scanner with high probability of closing profitable $JNJ going off right now, $KO $ED $XLV $SO $XLUâ€¦ https://t.co/nyCDBYFt9E"
$JNJ,11/28/18,"DON'T Fight The Donald
$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pep $bhc $mnkâ€¦ https://t.co/qFPe8R0jB0"
$JNJ,11/28/18,$JNJ beautiful. Love the cup and handle on daily too.
$JNJ,11/28/18,Best part of $BIIB- beside Lupus mAB - they have 4 CNS mAbs All given via multi hour IVs that $HALO makes 3-5 min Sâ€¦ https://t.co/YLl1OZ0NTs
$JNJ,11/28/18,"-Corrupt companies, $GM &amp; $JNJ, engaged in illegal activity 
-Knowingly &amp; willingly ignored regulatory &amp; complianceâ€¦ https://t.co/bfC58uvFWM"
$JNJ,11/28/18,"2013 @JNJCares paid $4.4 billion to DOJ to settle civil &amp; criminal medical device hip fraud charges
2016 $JNJ cutsâ€¦ https://t.co/AhWXQGsxFR"
